ZIPCODE,Year,Quarter,NSA,Index_Type
856,1995,4,105.98,Native 3-Digit ZIP index
856,1996,1,108.78,Native 3-Digit ZIP index
856,1996,2,107.76,Native 3-Digit ZIP index
856,1996,3,106.76,Native 3-Digit ZIP index
856,1996,4,110.57,Native 3-Digit ZIP index
856,1997,1,108.60,Native 3-Digit ZIP index
856,1997,2,109.43,Native 3-Digit ZIP index
856,1997,3,112.50,Native 3-Digit ZIP index
856,1997,4,112.51,Native 3-Digit ZIP index
856,1998,1,113.58,Native 3-Digit ZIP index
856,1998,2,113.22,Native 3-Digit ZIP index
856,1998,3,115.77,Native 3-Digit ZIP index
856,1998,4,116.93,Native 3-Digit ZIP index
856,1999,1,116.20,Native 3-Digit ZIP index
856,1999,2,114.36,Native 3-Digit ZIP index
856,1999,3,116.18,Native 3-Digit ZIP index
856,1999,4,115.46,Native 3-Digit ZIP index
856,2000,1,117.83,Native 3-Digit ZIP index
856,2000,2,116.44,Native 3-Digit ZIP index
856,2000,3,118.12,Native 3-Digit ZIP index
856,2000,4,120.47,Native 3-Digit ZIP index
856,2001,1,122.55,Native 3-Digit ZIP index
856,2001,2,124.25,Native 3-Digit ZIP index
856,2001,3,126.58,Native 3-Digit ZIP index
856,2001,4,127.79,Native 3-Digit ZIP index
856,2002,1,129.02,Native 3-Digit ZIP index
856,2002,2,131.60,Native 3-Digit ZIP index
856,2002,3,132.17,Native 3-Digit ZIP index
856,2002,4,135.01,Native 3-Digit ZIP index
856,2003,1,136.19,Native 3-Digit ZIP index
856,2003,2,137.43,Native 3-Digit ZIP index
856,2003,3,138.80,Native 3-Digit ZIP index
856,2003,4,142.69,Native 3-Digit ZIP index
856,2004,1,143.22,Native 3-Digit ZIP index
856,2004,2,150.22,Native 3-Digit ZIP index
856,2004,3,155.90,Native 3-Digit ZIP index
856,2004,4,159.48,Native 3-Digit ZIP index
856,2005,1,168.40,Native 3-Digit ZIP index
856,2005,2,177.77,Native 3-Digit ZIP index
856,2005,3,188.31,Native 3-Digit ZIP index
856,2005,4,196.29,Native 3-Digit ZIP index
856,2006,1,201.51,Native 3-Digit ZIP index
856,2006,2,210.45,Native 3-Digit ZIP index
856,2006,3,209.59,Native 3-Digit ZIP index
856,2006,4,214.38,Native 3-Digit ZIP index
856,2007,1,214.83,Native 3-Digit ZIP index
856,2007,2,216.48,Native 3-Digit ZIP index
856,2007,3,214.56,Native 3-Digit ZIP index
856,2007,4,213.00,Native 3-Digit ZIP index
856,2008,1,209.51,Native 3-Digit ZIP index
856,2008,2,200.58,Native 3-Digit ZIP index
856,2008,3,200.00,Native 3-Digit ZIP index
856,2008,4,197.45,Native 3-Digit ZIP index
856,2009,1,193.73,Native 3-Digit ZIP index
856,2009,2,186.16,Native 3-Digit ZIP index
856,2009,3,181.17,Native 3-Digit ZIP index
856,2009,4,179.38,Native 3-Digit ZIP index
856,2010,1,173.18,Native 3-Digit ZIP index
856,2010,2,170.94,Native 3-Digit ZIP index
856,2010,3,170.65,Native 3-Digit ZIP index
856,2010,4,169.82,Native 3-Digit ZIP index
856,2011,1,161.59,Native 3-Digit ZIP index
856,2011,2,153.98,Native 3-Digit ZIP index
856,2011,3,155.23,Native 3-Digit ZIP index
856,2011,4,154.37,Native 3-Digit ZIP index
856,2012,1,155.63,Native 3-Digit ZIP index
856,2012,2,147.60,Native 3-Digit ZIP index
856,2012,3,154.63,Native 3-Digit ZIP index
856,2012,4,150.67,Native 3-Digit ZIP index
856,2013,1,152.29,Native 3-Digit ZIP index
856,2013,2,153.68,Native 3-Digit ZIP index
856,2013,3,149.98,Native 3-Digit ZIP index
856,2013,4,153.35,Native 3-Digit ZIP index
856,2014,1,149.37,Native 3-Digit ZIP index
856,2014,2,149.63,Native 3-Digit ZIP index
856,2014,3,153.54,Native 3-Digit ZIP index
856,2014,4,155.17,Native 3-Digit ZIP index
856,2015,1,154.32,Native 3-Digit ZIP index
856,2015,2,153.54,Native 3-Digit ZIP index
856,2015,3,157.32,Native 3-Digit ZIP index
856,2015,4,160.07,Native 3-Digit ZIP index
856,2016,1,155.35,Native 3-Digit ZIP index
856,2016,2,162.25,Native 3-Digit ZIP index
856,2016,3,161.17,Native 3-Digit ZIP index
856,2016,4,166.06,Native 3-Digit ZIP index
856,2017,1,165.25,Native 3-Digit ZIP index
856,2017,2,167.08,Native 3-Digit ZIP index
856,2017,3,170.94,Native 3-Digit ZIP index
856,2017,4,166.95,Native 3-Digit ZIP index
856,2018,1,169.67,Native 3-Digit ZIP index
856,2018,2,178.59,Native 3-Digit ZIP index
856,2018,3,177.19,Native 3-Digit ZIP index
856,2018,4,180.39,Native 3-Digit ZIP index
856,2019,1,182.95,Native 3-Digit ZIP index
856,2019,2,189.66,Native 3-Digit ZIP index
856,2019,3,192.22,Native 3-Digit ZIP index
856,2019,4,194.75,Native 3-Digit ZIP index
856,2020,1,197.94,Native 3-Digit ZIP index
856,2020,2,200.13,Native 3-Digit ZIP index
856,2020,3,204.17,Native 3-Digit ZIP index
856,2020,4,209.58,Native 3-Digit ZIP index
856,2021,1,217.47,Native 3-Digit ZIP index
856,2021,2,231.43,Native 3-Digit ZIP index
856,2021,3,247.56,Native 3-Digit ZIP index
856,2021,4,256.31,Native 3-Digit ZIP index
857,1995,1,100.00,Native 3-Digit ZIP index
857,1995,2,101.15,Native 3-Digit ZIP index
857,1995,3,102.62,Native 3-Digit ZIP index
857,1995,4,104.08,Native 3-Digit ZIP index
857,1996,1,105.00,Native 3-Digit ZIP index
857,1996,2,104.97,Native 3-Digit ZIP index
857,1996,3,105.33,Native 3-Digit ZIP index
857,1996,4,105.51,Native 3-Digit ZIP index
857,1997,1,106.76,Native 3-Digit ZIP index
857,1997,2,106.09,Native 3-Digit ZIP index
857,1997,3,108.09,Native 3-Digit ZIP index
857,1997,4,109.36,Native 3-Digit ZIP index
857,1998,1,110.45,Native 3-Digit ZIP index
857,1998,2,111.13,Native 3-Digit ZIP index
857,1998,3,112.27,Native 3-Digit ZIP index
857,1998,4,113.38,Native 3-Digit ZIP index
857,1999,1,114.25,Native 3-Digit ZIP index
857,1999,2,115.37,Native 3-Digit ZIP index
857,1999,3,115.97,Native 3-Digit ZIP index
857,1999,4,117.16,Native 3-Digit ZIP index
857,2000,1,119.26,Native 3-Digit ZIP index
857,2000,2,120.29,Native 3-Digit ZIP index
857,2000,3,121.79,Native 3-Digit ZIP index
857,2000,4,123.34,Native 3-Digit ZIP index
857,2001,1,126.27,Native 3-Digit ZIP index
857,2001,2,128.10,Native 3-Digit ZIP index
857,2001,3,130.03,Native 3-Digit ZIP index
857,2001,4,131.57,Native 3-Digit ZIP index
857,2002,1,133.51,Native 3-Digit ZIP index
857,2002,2,135.75,Native 3-Digit ZIP index
857,2002,3,138.47,Native 3-Digit ZIP index
857,2002,4,140.18,Native 3-Digit ZIP index
857,2003,1,142.14,Native 3-Digit ZIP index
857,2003,2,143.60,Native 3-Digit ZIP index
857,2003,3,146.44,Native 3-Digit ZIP index
857,2003,4,151.88,Native 3-Digit ZIP index
857,2004,1,153.94,Native 3-Digit ZIP index
857,2004,2,158.85,Native 3-Digit ZIP index
857,2004,3,167.52,Native 3-Digit ZIP index
857,2004,4,173.04,Native 3-Digit ZIP index
857,2005,1,179.84,Native 3-Digit ZIP index
857,2005,2,196.85,Native 3-Digit ZIP index
857,2005,3,210.20,Native 3-Digit ZIP index
857,2005,4,224.19,Native 3-Digit ZIP index
857,2006,1,229.42,Native 3-Digit ZIP index
857,2006,2,236.04,Native 3-Digit ZIP index
857,2006,3,238.50,Native 3-Digit ZIP index
857,2006,4,238.39,Native 3-Digit ZIP index
857,2007,1,238.30,Native 3-Digit ZIP index
857,2007,2,237.35,Native 3-Digit ZIP index
857,2007,3,233.30,Native 3-Digit ZIP index
857,2007,4,232.09,Native 3-Digit ZIP index
857,2008,1,227.30,Native 3-Digit ZIP index
857,2008,2,215.92,Native 3-Digit ZIP index
857,2008,3,204.52,Native 3-Digit ZIP index
857,2008,4,202.05,Native 3-Digit ZIP index
857,2009,1,199.75,Native 3-Digit ZIP index
857,2009,2,190.51,Native 3-Digit ZIP index
857,2009,3,185.15,Native 3-Digit ZIP index
857,2009,4,178.16,Native 3-Digit ZIP index
857,2010,1,174.11,Native 3-Digit ZIP index
857,2010,2,170.65,Native 3-Digit ZIP index
857,2010,3,169.50,Native 3-Digit ZIP index
857,2010,4,166.68,Native 3-Digit ZIP index
857,2011,1,156.76,Native 3-Digit ZIP index
857,2011,2,152.16,Native 3-Digit ZIP index
857,2011,3,150.84,Native 3-Digit ZIP index
857,2011,4,152.16,Native 3-Digit ZIP index
857,2012,1,148.30,Native 3-Digit ZIP index
857,2012,2,148.04,Native 3-Digit ZIP index
857,2012,3,150.34,Native 3-Digit ZIP index
857,2012,4,153.97,Native 3-Digit ZIP index
857,2013,1,154.43,Native 3-Digit ZIP index
857,2013,2,158.59,Native 3-Digit ZIP index
857,2013,3,159.50,Native 3-Digit ZIP index
857,2013,4,161.60,Native 3-Digit ZIP index
857,2014,1,165.93,Native 3-Digit ZIP index
857,2014,2,166.61,Native 3-Digit ZIP index
857,2014,3,168.65,Native 3-Digit ZIP index
857,2014,4,170.22,Native 3-Digit ZIP index
857,2015,1,170.30,Native 3-Digit ZIP index
857,2015,2,172.34,Native 3-Digit ZIP index
857,2015,3,173.11,Native 3-Digit ZIP index
857,2015,4,174.68,Native 3-Digit ZIP index
857,2016,1,177.26,Native 3-Digit ZIP index
857,2016,2,180.40,Native 3-Digit ZIP index
857,2016,3,182.68,Native 3-Digit ZIP index
857,2016,4,185.18,Native 3-Digit ZIP index
857,2017,1,188.33,Native 3-Digit ZIP index
857,2017,2,194.71,Native 3-Digit ZIP index
857,2017,3,198.14,Native 3-Digit ZIP index
857,2017,4,198.95,Native 3-Digit ZIP index
857,2018,1,201.56,Native 3-Digit ZIP index
857,2018,2,204.66,Native 3-Digit ZIP index
857,2018,3,209.44,Native 3-Digit ZIP index
857,2018,4,213.08,Native 3-Digit ZIP index
857,2019,1,215.56,Native 3-Digit ZIP index
857,2019,2,219.06,Native 3-Digit ZIP index
857,2019,3,222.41,Native 3-Digit ZIP index
857,2019,4,226.12,Native 3-Digit ZIP index
857,2020,1,229.95,Native 3-Digit ZIP index
857,2020,2,233.13,Native 3-Digit ZIP index
857,2020,3,239.74,Native 3-Digit ZIP index
857,2020,4,244.68,Native 3-Digit ZIP index
857,2021,1,255.26,Native 3-Digit ZIP index
857,2021,2,271.09,Native 3-Digit ZIP index
857,2021,3,293.09,Native 3-Digit ZIP index
857,2021,4,305.13,Native 3-Digit ZIP index
859,1995,1,100.00,Balance of State
859,1995,2,103.80,Balance of State
859,1995,3,105.24,Balance of State
859,1995,4,106.82,Balance of State
859,1996,1,109.92,Balance of State
859,1996,2,110.35,Balance of State
859,1996,3,113.30,Balance of State
859,1996,4,114.54,Balance of State
859,1997,1,116.99,Balance of State
859,1997,2,116.32,Balance of State
859,1997,3,120.21,Balance of State
859,1997,4,121.21,Balance of State
859,1998,1,124.10,Balance of State
859,1998,2,123.36,Balance of State
859,1998,3,123.99,Balance of State
859,1998,4,126.96,Balance of State
859,1999,1,129.13,Balance of State
859,1999,2,129.44,Balance of State
859,1999,3,128.67,Balance of State
859,1999,4,131.90,Balance of State
859,2000,1,131.27,Balance of State
859,2000,2,132.25,Balance of State
859,2000,3,134.66,Balance of State
859,2000,4,136.69,Balance of State
859,2001,1,139.12,Balance of State
859,2001,2,141.70,Balance of State
859,2001,3,141.24,Balance of State
859,2001,4,144.76,Balance of State
859,2002,1,145.78,Balance of State
859,2002,2,146.12,Balance of State
859,2002,3,147.25,Balance of State
859,2002,4,150.02,Balance of State
859,2003,1,150.75,Balance of State
859,2003,2,151.52,Balance of State
859,2003,3,152.99,Balance of State
859,2003,4,155.05,Balance of State
859,2004,1,156.64,Balance of State
859,2004,2,159.84,Balance of State
859,2004,3,164.12,Balance of State
859,2004,4,168.83,Balance of State
859,2005,1,174.46,Balance of State
859,2005,2,183.86,Balance of State
859,2005,3,193.75,Balance of State
859,2005,4,206.85,Balance of State
859,2006,1,219.67,Balance of State
859,2006,2,227.40,Balance of State
859,2006,3,235.62,Balance of State
859,2006,4,242.76,Balance of State
859,2007,1,248.27,Balance of State
859,2007,2,252.32,Balance of State
859,2007,3,248.74,Balance of State
859,2007,4,248.40,Balance of State
859,2008,1,244.82,Balance of State
859,2008,2,240.27,Balance of State
859,2008,3,230.65,Balance of State
859,2008,4,226.73,Balance of State
859,2009,1,227.79,Balance of State
859,2009,2,217.15,Balance of State
859,2009,3,205.20,Balance of State
859,2009,4,199.66,Balance of State
859,2010,1,191.38,Balance of State
859,2010,2,185.25,Balance of State
859,2010,3,172.65,Balance of State
859,2010,4,172.47,Balance of State
859,2011,1,164.11,Balance of State
859,2011,2,154.80,Balance of State
859,2011,3,158.67,Balance of State
859,2011,4,156.72,Balance of State
859,2012,1,154.73,Balance of State
859,2012,2,154.51,Balance of State
859,2012,3,159.56,Balance of State
859,2012,4,160.73,Balance of State
859,2013,1,160.24,Balance of State
859,2013,2,161.99,Balance of State
859,2013,3,166.28,Balance of State
859,2013,4,168.72,Balance of State
859,2014,1,171.13,Balance of State
859,2014,2,172.54,Balance of State
859,2014,3,173.25,Balance of State
859,2014,4,177.64,Balance of State
859,2015,1,182.60,Balance of State
859,2015,2,181.48,Balance of State
859,2015,3,184.42,Balance of State
859,2015,4,189.80,Balance of State
859,2016,1,187.96,Balance of State
859,2016,2,190.02,Balance of State
859,2016,3,192.98,Balance of State
859,2016,4,198.34,Balance of State
859,2017,1,202.44,Balance of State
859,2017,2,205.17,Balance of State
859,2017,3,207.90,Balance of State
859,2017,4,207.25,Balance of State
859,2018,1,211.19,Balance of State
859,2018,2,215.59,Balance of State
859,2018,3,218.49,Balance of State
859,2018,4,220.26,Balance of State
859,2019,1,226.42,Balance of State
859,2019,2,232.91,Balance of State
859,2019,3,236.00,Balance of State
859,2019,4,238.77,Balance of State
859,2020,1,242.15,Balance of State
859,2020,2,246.70,Balance of State
859,2020,3,253.10,Balance of State
859,2020,4,262.59,Balance of State
859,2021,1,274.13,Balance of State
859,2021,2,291.52,Balance of State
859,2021,3,318.99,Balance of State
859,2021,4,330.88,Balance of State
860,1995,1,100.00,Native 3-Digit ZIP index
860,1995,2,101.05,Native 3-Digit ZIP index
860,1995,3,103.27,Native 3-Digit ZIP index
860,1995,4,107.08,Native 3-Digit ZIP index
860,1996,1,108.17,Native 3-Digit ZIP index
860,1996,2,109.02,Native 3-Digit ZIP index
860,1996,3,109.22,Native 3-Digit ZIP index
860,1996,4,109.83,Native 3-Digit ZIP index
860,1997,1,112.23,Native 3-Digit ZIP index
860,1997,2,110.87,Native 3-Digit ZIP index
860,1997,3,112.33,Native 3-Digit ZIP index
860,1997,4,113.77,Native 3-Digit ZIP index
860,1998,1,114.43,Native 3-Digit ZIP index
860,1998,2,116.16,Native 3-Digit ZIP index
860,1998,3,115.70,Native 3-Digit ZIP index
860,1998,4,118.20,Native 3-Digit ZIP index
860,1999,1,117.31,Native 3-Digit ZIP index
860,1999,2,117.81,Native 3-Digit ZIP index
860,1999,3,118.08,Native 3-Digit ZIP index
860,1999,4,119.51,Native 3-Digit ZIP index
860,2000,1,122.72,Native 3-Digit ZIP index
860,2000,2,122.02,Native 3-Digit ZIP index
860,2000,3,123.61,Native 3-Digit ZIP index
860,2000,4,125.88,Native 3-Digit ZIP index
860,2001,1,125.77,Native 3-Digit ZIP index
860,2001,2,129.53,Native 3-Digit ZIP index
860,2001,3,130.88,Native 3-Digit ZIP index
860,2001,4,132.45,Native 3-Digit ZIP index
860,2002,1,135.42,Native 3-Digit ZIP index
860,2002,2,137.56,Native 3-Digit ZIP index
860,2002,3,139.08,Native 3-Digit ZIP index
860,2002,4,141.03,Native 3-Digit ZIP index
860,2003,1,142.74,Native 3-Digit ZIP index
860,2003,2,144.48,Native 3-Digit ZIP index
860,2003,3,147.66,Native 3-Digit ZIP index
860,2003,4,153.67,Native 3-Digit ZIP index
860,2004,1,155.02,Native 3-Digit ZIP index
860,2004,2,163.95,Native 3-Digit ZIP index
860,2004,3,173.36,Native 3-Digit ZIP index
860,2004,4,178.50,Native 3-Digit ZIP index
860,2005,1,186.43,Native 3-Digit ZIP index
860,2005,2,198.28,Native 3-Digit ZIP index
860,2005,3,214.80,Native 3-Digit ZIP index
860,2005,4,228.54,Native 3-Digit ZIP index
860,2006,1,241.79,Native 3-Digit ZIP index
860,2006,2,248.94,Native 3-Digit ZIP index
860,2006,3,250.76,Native 3-Digit ZIP index
860,2006,4,256.17,Native 3-Digit ZIP index
860,2007,1,257.00,Native 3-Digit ZIP index
860,2007,2,256.10,Native 3-Digit ZIP index
860,2007,3,255.17,Native 3-Digit ZIP index
860,2007,4,255.95,Native 3-Digit ZIP index
860,2008,1,250.74,Native 3-Digit ZIP index
860,2008,2,249.63,Native 3-Digit ZIP index
860,2008,3,238.61,Native 3-Digit ZIP index
860,2008,4,238.95,Native 3-Digit ZIP index
860,2009,1,233.87,Native 3-Digit ZIP index
860,2009,2,225.05,Native 3-Digit ZIP index
860,2009,3,215.94,Native 3-Digit ZIP index
860,2009,4,210.01,Native 3-Digit ZIP index
860,2010,1,200.29,Native 3-Digit ZIP index
860,2010,2,195.82,Native 3-Digit ZIP index
860,2010,3,194.95,Native 3-Digit ZIP index
860,2010,4,191.83,Native 3-Digit ZIP index
860,2011,1,181.20,Native 3-Digit ZIP index
860,2011,2,172.68,Native 3-Digit ZIP index
860,2011,3,176.25,Native 3-Digit ZIP index
860,2011,4,173.44,Native 3-Digit ZIP index
860,2012,1,170.32,Native 3-Digit ZIP index
860,2012,2,172.19,Native 3-Digit ZIP index
860,2012,3,175.32,Native 3-Digit ZIP index
860,2012,4,179.27,Native 3-Digit ZIP index
860,2013,1,181.45,Native 3-Digit ZIP index
860,2013,2,183.32,Native 3-Digit ZIP index
860,2013,3,187.26,Native 3-Digit ZIP index
860,2013,4,188.22,Native 3-Digit ZIP index
860,2014,1,193.29,Native 3-Digit ZIP index
860,2014,2,197.88,Native 3-Digit ZIP index
860,2014,3,200.91,Native 3-Digit ZIP index
860,2014,4,203.75,Native 3-Digit ZIP index
860,2015,1,207.21,Native 3-Digit ZIP index
860,2015,2,212.12,Native 3-Digit ZIP index
860,2015,3,218.41,Native 3-Digit ZIP index
860,2015,4,217.07,Native 3-Digit ZIP index
860,2016,1,217.04,Native 3-Digit ZIP index
860,2016,2,225.44,Native 3-Digit ZIP index
860,2016,3,230.64,Native 3-Digit ZIP index
860,2016,4,231.02,Native 3-Digit ZIP index
860,2017,1,237.20,Native 3-Digit ZIP index
860,2017,2,241.76,Native 3-Digit ZIP index
860,2017,3,246.26,Native 3-Digit ZIP index
860,2017,4,249.10,Native 3-Digit ZIP index
860,2018,1,253.44,Native 3-Digit ZIP index
860,2018,2,259.79,Native 3-Digit ZIP index
860,2018,3,261.95,Native 3-Digit ZIP index
860,2018,4,263.40,Native 3-Digit ZIP index
860,2019,1,262.67,Native 3-Digit ZIP index
860,2019,2,270.23,Native 3-Digit ZIP index
860,2019,3,274.76,Native 3-Digit ZIP index
860,2019,4,277.05,Native 3-Digit ZIP index
860,2020,1,280.70,Native 3-Digit ZIP index
860,2020,2,286.16,Native 3-Digit ZIP index
860,2020,3,288.35,Native 3-Digit ZIP index
860,2020,4,300.97,Native 3-Digit ZIP index
860,2021,1,312.15,Native 3-Digit ZIP index
860,2021,2,334.62,Native 3-Digit ZIP index
860,2021,3,367.50,Native 3-Digit ZIP index
860,2021,4,379.31,Native 3-Digit ZIP index
863,1995,1,100.00,Native 3-Digit ZIP index
863,1995,2,102.05,Native 3-Digit ZIP index
863,1995,3,104.22,Native 3-Digit ZIP index
863,1995,4,105.40,Native 3-Digit ZIP index
863,1996,1,106.76,Native 3-Digit ZIP index
863,1996,2,105.90,Native 3-Digit ZIP index
863,1996,3,105.68,Native 3-Digit ZIP index
863,1996,4,106.23,Native 3-Digit ZIP index
863,1997,1,107.31,Native 3-Digit ZIP index
863,1997,2,107.16,Native 3-Digit ZIP index
863,1997,3,108.26,Native 3-Digit ZIP index
863,1997,4,110.16,Native 3-Digit ZIP index
863,1998,1,112.46,Native 3-Digit ZIP index
863,1998,2,113.38,Native 3-Digit ZIP index
863,1998,3,113.72,Native 3-Digit ZIP index
863,1998,4,114.18,Native 3-Digit ZIP index
863,1999,1,115.35,Native 3-Digit ZIP index
863,1999,2,114.92,Native 3-Digit ZIP index
863,1999,3,115.91,Native 3-Digit ZIP index
863,1999,4,117.77,Native 3-Digit ZIP index
863,2000,1,119.87,Native 3-Digit ZIP index
863,2000,2,120.04,Native 3-Digit ZIP index
863,2000,3,122.16,Native 3-Digit ZIP index
863,2000,4,124.21,Native 3-Digit ZIP index
863,2001,1,127.13,Native 3-Digit ZIP index
863,2001,2,129.31,Native 3-Digit ZIP index
863,2001,3,131.10,Native 3-Digit ZIP index
863,2001,4,131.64,Native 3-Digit ZIP index
863,2002,1,134.15,Native 3-Digit ZIP index
863,2002,2,136.13,Native 3-Digit ZIP index
863,2002,3,138.99,Native 3-Digit ZIP index
863,2002,4,140.41,Native 3-Digit ZIP index
863,2003,1,142.62,Native 3-Digit ZIP index
863,2003,2,144.29,Native 3-Digit ZIP index
863,2003,3,146.56,Native 3-Digit ZIP index
863,2003,4,151.25,Native 3-Digit ZIP index
863,2004,1,155.18,Native 3-Digit ZIP index
863,2004,2,160.54,Native 3-Digit ZIP index
863,2004,3,169.46,Native 3-Digit ZIP index
863,2004,4,176.33,Native 3-Digit ZIP index
863,2005,1,188.62,Native 3-Digit ZIP index
863,2005,2,206.49,Native 3-Digit ZIP index
863,2005,3,219.92,Native 3-Digit ZIP index
863,2005,4,232.70,Native 3-Digit ZIP index
863,2006,1,243.11,Native 3-Digit ZIP index
863,2006,2,248.86,Native 3-Digit ZIP index
863,2006,3,250.35,Native 3-Digit ZIP index
863,2006,4,254.61,Native 3-Digit ZIP index
863,2007,1,255.00,Native 3-Digit ZIP index
863,2007,2,251.50,Native 3-Digit ZIP index
863,2007,3,241.46,Native 3-Digit ZIP index
863,2007,4,240.60,Native 3-Digit ZIP index
863,2008,1,237.16,Native 3-Digit ZIP index
863,2008,2,227.11,Native 3-Digit ZIP index
863,2008,3,210.76,Native 3-Digit ZIP index
863,2008,4,203.96,Native 3-Digit ZIP index
863,2009,1,203.57,Native 3-Digit ZIP index
863,2009,2,189.92,Native 3-Digit ZIP index
863,2009,3,178.79,Native 3-Digit ZIP index
863,2009,4,174.34,Native 3-Digit ZIP index
863,2010,1,167.74,Native 3-Digit ZIP index
863,2010,2,161.08,Native 3-Digit ZIP index
863,2010,3,160.52,Native 3-Digit ZIP index
863,2010,4,156.03,Native 3-Digit ZIP index
863,2011,1,152.79,Native 3-Digit ZIP index
863,2011,2,143.78,Native 3-Digit ZIP index
863,2011,3,146.08,Native 3-Digit ZIP index
863,2011,4,148.90,Native 3-Digit ZIP index
863,2012,1,146.26,Native 3-Digit ZIP index
863,2012,2,147.80,Native 3-Digit ZIP index
863,2012,3,151.21,Native 3-Digit ZIP index
863,2012,4,153.50,Native 3-Digit ZIP index
863,2013,1,157.13,Native 3-Digit ZIP index
863,2013,2,162.27,Native 3-Digit ZIP index
863,2013,3,166.32,Native 3-Digit ZIP index
863,2013,4,170.45,Native 3-Digit ZIP index
863,2014,1,174.91,Native 3-Digit ZIP index
863,2014,2,178.12,Native 3-Digit ZIP index
863,2014,3,182.01,Native 3-Digit ZIP index
863,2014,4,185.03,Native 3-Digit ZIP index
863,2015,1,189.86,Native 3-Digit ZIP index
863,2015,2,191.41,Native 3-Digit ZIP index
863,2015,3,195.56,Native 3-Digit ZIP index
863,2015,4,200.63,Native 3-Digit ZIP index
863,2016,1,200.80,Native 3-Digit ZIP index
863,2016,2,206.48,Native 3-Digit ZIP index
863,2016,3,207.55,Native 3-Digit ZIP index
863,2016,4,212.49,Native 3-Digit ZIP index
863,2017,1,217.26,Native 3-Digit ZIP index
863,2017,2,223.39,Native 3-Digit ZIP index
863,2017,3,229.11,Native 3-Digit ZIP index
863,2017,4,232.82,Native 3-Digit ZIP index
863,2018,1,236.62,Native 3-Digit ZIP index
863,2018,2,245.05,Native 3-Digit ZIP index
863,2018,3,249.10,Native 3-Digit ZIP index
863,2018,4,252.87,Native 3-Digit ZIP index
863,2019,1,254.74,Native 3-Digit ZIP index
863,2019,2,259.50,Native 3-Digit ZIP index
863,2019,3,264.11,Native 3-Digit ZIP index
863,2019,4,267.01,Native 3-Digit ZIP index
863,2020,1,272.62,Native 3-Digit ZIP index
863,2020,2,274.93,Native 3-Digit ZIP index
863,2020,3,281.22,Native 3-Digit ZIP index
863,2020,4,287.80,Native 3-Digit ZIP index
863,2021,1,301.33,Native 3-Digit ZIP index
863,2021,2,324.95,Native 3-Digit ZIP index
863,2021,3,347.62,Native 3-Digit ZIP index
863,2021,4,365.49,Native 3-Digit ZIP index
864,1995,1,100.00,Native 3-Digit ZIP index
864,1995,2,102.19,Native 3-Digit ZIP index
864,1995,3,104.97,Native 3-Digit ZIP index
864,1995,4,105.67,Native 3-Digit ZIP index
864,1996,1,105.60,Native 3-Digit ZIP index
864,1996,2,103.87,Native 3-Digit ZIP index
864,1996,3,103.39,Native 3-Digit ZIP index
864,1996,4,104.44,Native 3-Digit ZIP index
864,1997,1,104.24,Native 3-Digit ZIP index
864,1997,2,102.55,Native 3-Digit ZIP index
864,1997,3,105.25,Native 3-Digit ZIP index
864,1997,4,105.82,Native 3-Digit ZIP index
864,1998,1,107.91,Native 3-Digit ZIP index
864,1998,2,107.27,Native 3-Digit ZIP index
864,1998,3,109.63,Native 3-Digit ZIP index
864,1998,4,109.31,Native 3-Digit ZIP index
864,1999,1,107.81,Native 3-Digit ZIP index
864,1999,2,106.42,Native 3-Digit ZIP index
864,1999,3,106.64,Native 3-Digit ZIP index
864,1999,4,105.15,Native 3-Digit ZIP index
864,2000,1,107.09,Native 3-Digit ZIP index
864,2000,2,109.84,Native 3-Digit ZIP index
864,2000,3,111.28,Native 3-Digit ZIP index
864,2000,4,113.18,Native 3-Digit ZIP index
864,2001,1,115.91,Native 3-Digit ZIP index
864,2001,2,117.38,Native 3-Digit ZIP index
864,2001,3,118.86,Native 3-Digit ZIP index
864,2001,4,120.97,Native 3-Digit ZIP index
864,2002,1,123.81,Native 3-Digit ZIP index
864,2002,2,126.51,Native 3-Digit ZIP index
864,2002,3,129.86,Native 3-Digit ZIP index
864,2002,4,134.27,Native 3-Digit ZIP index
864,2003,1,137.42,Native 3-Digit ZIP index
864,2003,2,141.47,Native 3-Digit ZIP index
864,2003,3,147.29,Native 3-Digit ZIP index
864,2003,4,156.53,Native 3-Digit ZIP index
864,2004,1,162.61,Native 3-Digit ZIP index
864,2004,2,173.41,Native 3-Digit ZIP index
864,2004,3,188.38,Native 3-Digit ZIP index
864,2004,4,195.77,Native 3-Digit ZIP index
864,2005,1,205.68,Native 3-Digit ZIP index
864,2005,2,219.16,Native 3-Digit ZIP index
864,2005,3,232.40,Native 3-Digit ZIP index
864,2005,4,241.06,Native 3-Digit ZIP index
864,2006,1,250.99,Native 3-Digit ZIP index
864,2006,2,258.59,Native 3-Digit ZIP index
864,2006,3,260.11,Native 3-Digit ZIP index
864,2006,4,258.70,Native 3-Digit ZIP index
864,2007,1,257.50,Native 3-Digit ZIP index
864,2007,2,250.41,Native 3-Digit ZIP index
864,2007,3,244.08,Native 3-Digit ZIP index
864,2007,4,235.16,Native 3-Digit ZIP index
864,2008,1,227.86,Native 3-Digit ZIP index
864,2008,2,211.53,Native 3-Digit ZIP index
864,2008,3,197.06,Native 3-Digit ZIP index
864,2008,4,189.29,Native 3-Digit ZIP index
